week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
18th week,Odisha,Boudh,Acute Diarrhoeal Disease,-0.069746734,-0.152088036,2,5,2016,20.8415619,84.3213321,-0.688052757,-0.130762999,1.898679616
24th week,Odisha,Cuttack,Acute Diarrhoeal Disease,-0.023743784,-0.152088036,11,6,2010,20.4686,85.8792,-0.696743991,0.014629251,0.84402214
4th week,Odisha,Cuttack,Acute Diarrhoeal Disease,-0.073580313,-0.152088036,23,1,2012,20.4686,85.8792,-0.740416004,-0.4215475,-0.759860418
41st week,Odisha,Cuttack,Acute Diarrhoeal Disease,-0.064635295,-0.152088036,11,10,2012,20.4686,85.8792,0.002905931,0.450806002,-1.271952534
18th week,Odisha,Cuttack,Acute Diarrhoeal Disease,0.069539976,-0.152088036,6,4,2013,20.4686,85.8792,-0.710093312,0,0.939377222
44th week,Odisha,Cuttack,Cholera,-0.083803191,0.1855301,27,10,2013,20.4686,85.8792,2.535278083,0.886982753,-0.736147788
35th week,Odisha,Cuttack,Cholera,-0.095303929,-0.152088036,29,8,2014,20.4686,85.8792,0.354962584,0,-0.145854424
33rd week,Odisha,Cuttack,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,13,8,2015,20.4686,85.8792,0.051357377,0,-0.343375665
46th week,Odisha,Cuttack,Acute Diarrhoeal Disease,-0.083803191,-0.152088036,14,11,2015,20.4686,85.8792,-0.740658375,0.596198253,-0.473996992
50th week,Odisha,Cuttack,Acute Diarrhoeal Disease,-0.082525331,-0.152088036,12,12,2015,20.4686,85.8792,-0.727295656,-0.56693975,-0.459668513
17th week,Odisha,Cuttack,Acute Diarrhoeal Disease,-0.08891463,-0.152088036,28,4,2016,20.4686,85.8792,-0.739264624,-0.712332001,1.470641249
35th week,Odisha,Cuttack,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,27,8,2016,20.4686,85.8792,0.852818321,0,-0.262904059
30th week,Odisha,Deogarh,Acute Diarrhoeal Disease,-0.09147035,-0.152088036,22,7,2014,21.5370786,84.7301184,2.123481209,-1.148508752,0
8th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.082525331,-0.152088036,15,2,2011,20.75,85.5,-0.740303299,-0.27615525,0.012566178
13th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,1,4,2011,20.75,85.5,-0.726681627,-0.130762999,0.753207776
45th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.068468875,0.523148237,12,11,2011,20.75,85.5,-0.740672797,0.741590503,-0.196710468
10th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.096581788,0.1855301,7,3,2012,20.75,85.5,-0.736176008,-0.130762999,0.391968428
17th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.106804666,0.1855301,23,4,2012,20.75,85.5,-0.6764641,-0.27615525,0.961576278
21st week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,24,5,2012,20.75,85.5,-0.70981372,0,0.600639645
17th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,12,4,2013,20.75,85.5,-0.73187515,-0.4215475,1.395467147
26th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,30,6,2013,20.75,85.5,0.970551867,-0.712332001,-1.22755439
27th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,30,6,2013,20.75,85.5,0.970551867,-0.712332001,-1.22755439
41st week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,6,10,2013,20.75,85.5,1.044450994,1.613944005,-0.520211422
41st week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.09019249,-0.152088036,8,10,2013,20.75,85.5,-0.037994058,0,-0.405583504
42nd week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,18,10,2013,20.75,85.5,1.520014433,1.613944005,-0.816871677
43rd week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.083803191,-0.152088036,23,10,2013,20.75,85.5,0.603618158,0,-0.612034825
25th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,19,6,2016,20.75,85.5,-0.026842433,0.160021502,0
35th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.048023119,-0.152088036,28,8,2016,20.75,85.5,0.284916269,0,-0.244993438
34th week,Odisha,Dhenkanal,Cholera,-0.094026069,-0.152088036,18,8,2019,20.75,85.5,1.736014521,0.596198253,-0.612034825
21st week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,-0.065913155,-0.152088036,23,5,2022,20.75,85.5,-0.72970758,0.741590503,0.075127194
31st week,Odisha,Gajapati,Dengue,-0.004575888,-0.152088036,21,7,2010,19.19557415,84.19297736,0.231170101,0.886982753,-0.904658895
23rd week,Odisha,Ganjam,Malaria,0.017147727,-0.152088036,3,6,2010,19.4129711,85.04710406,0,-0.857724251,-0.481110784
26th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.077413893,-0.152088036,23,6,2010,19.4129711,85.04710406,0,-0.27615525,0.158373694
28th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,12,7,2010,19.4129711,85.04710406,0,0,-0.543419517
29th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,12,7,2010,19.4129711,85.04710406,0,0,-0.543419517
5th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.105526807,-0.152088036,31,1,2011,19.4129711,85.04710406,0,0,-0.495792439
7th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.072302454,-0.152088036,13,2,2011,19.4129711,85.04710406,0,-0.4215475,-0.237879646
7th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,17,2,2011,19.4129711,85.04710406,0,0,-0.230109963
8th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.09147035,-0.152088036,20,2,2011,19.4129711,85.04710406,0,-0.27615525,-0.312952853
11th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,8,3,2011,19.4129711,85.04710406,0,0.160021502,0.108425794
13th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.09019249,-0.152088036,30,3,2011,19.4129711,85.04710406,0,0,0.066651187
23rd week,Odisha,Ganjam,Malaria,0.017147727,-0.152088036,3,6,2011,19.4129711,85.04710406,0,-0.27615525,0.526171867
30th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,25,7,2011,19.4129711,85.04710406,0,-0.27615525,-0.071689361
40th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.09019249,0.1855301,4,10,2011,19.4129711,85.04710406,0,1.177767254,-0.389539634
16th week,Odisha,Ganjam,Chikungunya,-0.012243047,-0.152088036,14,4,2012,19.4129711,85.04710406,0,0,0.313262647
22nd week,Odisha,Ganjam,Chikungunya,-0.058245997,-0.152088036,24,5,2012,19.4129711,85.04710406,0,0,0.187131576
1st week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.055690277,-0.152088036,25,12,2012,19.4129711,85.04710406,0,0,-0.977310386
25th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,9,1,2013,19.4129711,85.04710406,0,0,-0.980741141
25th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,24,3,2013,19.4129711,85.04710406,0,0.450806002,0.075631728
33rd week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.027577363,-0.152088036,9,8,2013,19.4129711,85.04710406,0,-0.712332001,-0.094392952
50th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.04163382,-0.152088036,16,11,2013,19.4129711,85.04710406,0,0,-0.707692621
52nd week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.086358911,-0.152088036,27,12,2013,19.4129711,85.04710406,0,0,-0.670559627
2nd week,Odisha,Ganjam,Cholera,-0.059523856,-0.152088036,1,1,2014,19.4129711,85.04710406,0,0,-0.697400326
2nd week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.082525331,-0.152088036,1,1,2014,19.4129711,85.04710406,0,0,-0.697400326
3rd week,Odisha,Ganjam,Cholera,-0.060801716,-0.152088036,2,1,2014,19.4129711,85.04710406,0,0,-0.704665475
25th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.085081051,-0.152088036,7,6,2014,19.4129711,85.04710406,0,-0.4215475,-0.198324935
27th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.077413893,-0.152088036,20,6,2014,19.4129711,85.04710406,0,-1.293901002,0.912132912
27th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,28,6,2014,19.4129711,85.04710406,0,-1.003116501,0
30th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,13,7,2014,19.4129711,85.04710406,0,-1.584685503,-0.242723079
30th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.08763677,0.1855301,18,7,2014,19.4129711,85.04710406,0,-1.584685503,0
35th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.08891463,0.1855301,17,8,2014,19.4129711,85.04710406,0,-0.130762999,-0.141313706
35th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,22,8,2014,19.4129711,85.04710406,0,-0.4215475,-0.308311241
42nd week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.094026069,0.1855301,10,10,2014,19.4129711,85.04710406,0,-0.130762999,-0.612640254
5th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.086358911,-0.152088036,26,1,2015,19.4129711,85.04710406,0,0,-0.866819577
31st week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.083803191,-0.152088036,24,7,2015,19.4129711,85.04710406,0,0.014629251,0.308217394
33rd week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.049300979,0.1855301,13,8,2015,19.4129711,85.04710406,0,0,0.110443901
34th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.049300979,0.1855301,13,8,2015,19.4129711,85.04710406,0,0,0.110443901
39th week,Odisha,Ganjam,Chikungunya,-0.04163382,-0.152088036,12,9,2015,19.4129711,85.04710406,0,-0.56693975,-0.23212807
39th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,21,9,2015,19.4129711,85.04710406,0,0,-0.407702506
49th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.08891463,-0.152088036,4,12,2015,19.4129711,85.04710406,0,0,-0.604466961
9th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.058245997,-0.152088036,25,2,2016,19.4129711,85.04710406,0,0,0
33rd week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,10,8,2016,19.4129711,85.04710406,0,-1.439293252,0
34th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.067191015,-0.152088036,17,8,2016,19.4129711,85.04710406,0,-0.712332001,-0.09893367
38th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.074858173,-0.152088036,15,9,2016,19.4129711,85.04710406,0,-0.130762999,0
42nd week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.073580313,-0.152088036,16,10,2016,19.4129711,85.04710406,0,1.613944005,-0.521977247
44th week,Odisha,Ganjam,Cholera,-0.056968137,-0.152088036,26,10,2016,19.4129711,85.04710406,0,0.596198253,-0.823935006
50th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.097859648,0.1855301,6,12,2016,19.4129711,85.04710406,0,0,-0.647351532
50th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.095303929,-0.152088036,9,12,2016,19.4129711,85.04710406,0,0,-0.589633948
26th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.08891463,-0.152088036,26,6,2019,19.4129711,85.04710406,0,0,-0.080266263
40th week,Odisha,Ganjam,Acute Diarrhoeal Disease,0.031204184,-0.152088036,28,9,2019,19.4129711,85.04710406,0,-0.857724251,-1.117568116
44th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.074858173,-0.152088036,29,10,2019,19.4129711,85.04710406,0,-0.130762999,-1.238653934
48th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,22,11,2019,19.4129711,85.04710406,0,0,-0.595385525
13th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.007131608,-0.152088036,5,3,2022,19.4129711,85.04710406,0,0,-0.034859081
13th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.025021644,-0.152088036,3,4,2022,19.4129711,85.04710406,0,0.014629251,-0.132534984
15th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.063357436,-0.152088036,8,4,2022,19.4129711,85.04710406,0,0.160021502,-0.297211697
15th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.072302454,-0.152088036,11,4,2022,19.4129711,85.04710406,0,0.160021502,-0.230009068
16th week,Odisha,Ganjam,Cholera,-0.083803191,-0.152088036,21,4,2022,19.4129711,85.04710406,0,0.014629251,0.00449381
17th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.076136033,-0.152088036,26,4,2022,19.4129711,85.04710406,0,0.014629251,0.271286219
19th week,Odisha,Ganjam,Acute Diarrhoeal Disease,-0.085081051,-0.152088036,10,5,2022,19.4129711,85.04710406,0,0.014629251,-0.250795477
4th week,Odisha,Jagatsinghpur,Acute Diarrhoeal Disease,-0.095303929,-0.152088036,24,1,2013,20.2593872,86.1660878,-0.717640457,0,-0.714200984
50th week,Odisha,Jagatsinghpur,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,13,12,2013,20.2593872,86.1660878,-0.546484942,-0.712332001,-1.337944305
5th week,Odisha,Jagatsinghpur,Acute Diarrhoeal Disease,-0.086358911,-0.152088036,27,1,2019,20.2593872,86.1660878,-0.734533876,-0.712332001,-0.360781752
15th week,Odisha,Jajpur,Acute Diarrhoeal Disease,-0.051856698,-0.152088036,10,4,2013,20.8522696,86.3385714,-0.740302569,-0.857724251,1.682541431
3rd week,Odisha,Jajpur,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,18,1,2014,20.8522696,86.3385714,-0.73859733,-0.712332001,-0.934425816
35th week,Odisha,Jajpur,Acute Diarrhoeal Disease,-0.083803191,0.1855301,29,8,2016,20.8522696,86.3385714,0.225536943,0.014629251,-0.279805611
39th week,Odisha,Jajpur,Acute Gastroenteritis,-0.094026069,-0.152088036,24,9,2016,20.8522696,86.3385714,0.163284335,0.305413752,-0.594477381
40th week,Odisha,Jajpur,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,3,10,2016,20.8522696,86.3385714,0.818627116,2.050120756,-0.771464495
51st week,Odisha,Jajpur,Acute Gastroenteritis,-0.071024594,-0.152088036,22,12,2016,20.8522696,86.3385714,-0.740641708,-0.27615525,-0.783068543
39th week,Odisha,Jajpur,Acute Gastroenteritis,-0.086358911,-0.152088036,27,9,2017,20.8522696,86.3385714,-0.233107856,1.323159504,-0.367845081
16th week,Odisha,Jajpur,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,21,4,2019,20.8522696,86.3385714,-0.63905635,-0.56693975,0.744731769
48th week,Odisha,Jajpur,Chikungunya,-0.036522381,-0.152088036,10,11,2019,20.8522696,86.3385714,0.523393488,1.032375004,-0.867324081
49th week,Odisha,Jajpur,Chikungunya,0.068262116,-0.152088036,10,11,2019,20.8522696,86.3385714,0.523393488,1.032375004,-0.867324081
5th week,Odisha,Jajpur,Acute Diarrhoeal Disease,-0.068468875,-0.152088036,4,2,2021,20.8522696,86.3385714,-0.740640746,-0.857724251,-0.686704423
30th week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,25,7,2014,21.87705125,84.00905064,2.003237898,-0.857724251,0
31st week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,25,7,2014,21.87705125,84.00905064,2.003237898,-0.857724251,0
41st week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,-0.083803191,-0.152088036,13,10,2019,21.87705125,84.00905064,0.086265063,2.486297507,-0.840584306
44th week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,28,10,2019,21.87705125,84.00905064,0.522584328,1.177767254,-0.682668208
44th week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,-0.081247472,-0.152088036,31,10,2019,21.87705125,84.00905064,-0.568298711,0,-0.791241835
47th week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,-0.056968137,-0.152088036,18,11,2019,21.87705125,84.00905064,-0.740722156,0.741590503,-0.670055123
34th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,0.164101595,7.950747241,31,7,2009,19.75,83,0.017028587,0.305413752,0
8th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,-0.069746734,-0.152088036,18,2,2014,19.75,83,-0.485683294,0,-0.354222926
19th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,-0.099137508,0.1855301,7,5,2014,19.75,83,-0.427201768,-0.130762999,1.085689242
28th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,-0.060801716,-0.152088036,5,7,2015,19.75,83,2.165546233,0.305413752,-0.041417906
39th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,-0.081247472,-0.152088036,23,9,2015,19.75,83,0.798050466,2.340905257,-0.407702506
31st week,Odisha,Kalahandi,Acute Diarrhoeal Disease,-0.102971087,-0.152088036,1,8,2016,19.75,83,-0.029832629,0.450806002,-0.085311515
32nd week,Odisha,Kalahandi,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,5,8,2016,19.75,83,0.542496978,-1.003116501,-0.509111879
35th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,-0.035244522,0.860766373,10,8,2016,19.75,83,1.347273832,-1.003116501,0
37th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,-0.037800241,0.1855301,12,9,2016,19.75,83,1.208003857,0,-0.646846997
40th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,-0.08763677,0.860766373,2,10,2016,19.75,83,0.659463522,1.323159504,-0.737661361
41st week,Odisha,Kalahandi,Acute Diarrhoeal Disease,-0.08763677,0.523148237,9,10,2016,19.75,83,0.62477289,1.904728506,-0.660469152
10th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,8,3,2018,19.75,83,-0.740466153,-0.4215475,0.597814319
28th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,-0.101693227,0.1855301,14,7,2018,19.75,83,0.834457919,-1.293901002,0
19th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,10,5,2019,19.75,83,-0.738588835,-0.130762999,1.479218151
40th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,-0.072302454,0.1855301,30,9,2019,19.75,83,0.645744314,0,-0.362295324
12th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,25,3,2021,19.75,83,-0.696325919,-0.4215475,0.974794823
11th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,12,3,2011,20.13069385,84.07904761,-0.736492337,0.014629251,0.491864228
50th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,-0.082525331,-0.152088036,20,11,2013,20.13069385,84.07904761,-0.721655435,1.177767254,-0.904154361
5th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,-0.053134558,-0.152088036,30,1,2016,20.13069385,84.07904761,-0.74049019,0.014629251,-0.562389639
25th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,-0.086358911,-0.152088036,23,6,2016,20.13069385,84.07904761,0.218981004,0.014629251,0.895483612
11th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,-0.031410943,-0.152088036,13,3,2020,20.13069385,84.07904761,-0.643422189,0,-0.457650406
13th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,4,4,2021,20.13069385,84.07904761,-0.739225637,-0.27615525,0.702351732
16th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,18,4,2022,20.13069385,84.07904761,-0.722557863,-0.130762999,0.933625645
24th week,Odisha,Kendrapara,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,30,5,2013,20.50040085,86.43170623,0.242696264,-1.003116501,0.464115385
37th week,Odisha,Kendrapara,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,6,9,2013,20.50040085,86.43170623,1.261889977,0,-0.29519359
3rd week,Odisha,Kendrapara,Cholera,0.006924849,-0.152088036,14,1,2014,20.50040085,86.43170623,-0.739275754,-0.712332001,-0.739174934
33rd week,Odisha,Kendrapara,Cholera,-0.096581788,-0.152088036,9,8,2014,20.50040085,86.43170623,1.418488245,-0.857724251,-0.21547877
30th week,Odisha,Kendrapara,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,18,7,2016,20.50040085,86.43170623,0.506632914,0,-0.636251988
33rd week,Odisha,Keonjhar,Acute Diarrhoeal Disease,-0.09019249,-0.152088036,18,8,2013,21.5,85.5,0.245413664,1.177767254,-0.57343872
9th week,Odisha,Keonjhar,Acute Diarrhoeal Disease,-0.092748209,0.1855301,26,2,2014,21.5,85.5,-0.72684068,0,-0.81132189
19th week,Odisha,Keonjhar,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,7,5,2014,21.5,85.5,-0.625834898,0.160021502,0.962080812
21st week,Odisha,Keonjhar,Acute Diarrhoeal Disease,-0.082525331,-0.152088036,22,5,2014,21.5,85.5,-0.721330188,0.305413752,1.191134829
7th week,Odisha,Keonjhar,Acute Diarrhoeal Disease,-0.058245997,-0.152088036,16,2,2016,21.5,85.5,-0.70939269,0.014629251,-0.370367722
37th week,Odisha,Keonjhar,Acute Diarrhoeal Disease,-0.08891463,-0.152088036,14,9,2016,21.5,85.5,1.038513498,1.613944005,-0.661982725
45th week,Odisha,Keonjhar,Acute Diarrhoeal Disease,-0.104248947,-0.152088036,6,11,2018,21.5,85.5,-0.651476546,1.759336255,-0.71142609
27th week,Odisha,Keonjhar,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,29,6,2019,21.5,85.5,-0.438702219,-0.712332001,-0.111042252
30th week,Odisha,Khordha,Cholera,-0.100415368,-0.152088036,10,7,2014,20.22564715,85.56059465,0.633217918,-0.130762999,-0.200343043
51st week,Odisha,Khordha,Acute Diarrhoeal Disease,-0.076136033,-0.152088036,1,12,2015,20.22564715,85.56059465,-0.732898768,0.014629251,-0.381467236
44th week,Odisha,Khordha,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,3,11,2016,20.22564715,85.56059465,-0.649567379,1.032375004,-0.422838234
32nd week,Odisha,Khordha,Acute Diarrhoeal Disease,-0.101693227,-0.152088036,10,8,2018,20.22564715,85.56059465,1.939649729,-0.27615525,-0.313860997
39th week,Odisha,Khordha,Acute Diarrhoeal Disease,-0.101693227,0.1855301,19,9,2019,20.22564715,85.56059465,-0.039653494,0.741590503,-0.507093772
23rd week,Odisha,Khordha,Acute Diarrhoeal Disease,-0.104248947,-0.152088036,10,6,2022,20.22564715,85.56059465,-0.7382477,0,0.532226158
30th week,Odisha,Khurda,Acute Diarrhoeal Disease,-0.086358911,0.1855301,18,7,2009,20.1540594,85.7086509,4.375018606,-1.148508752,-0.654414861
10th week,Odisha,Khurda,Acute Diarrhoeal Disease,-0.040355961,-0.152088036,5,3,2010,20.1540594,85.7086509,-0.739050886,0,0.788524483
27th week,Odisha,Khurda,Acute Diarrhoeal Disease,-0.082525331,-0.152088036,1,7,2015,20.1540594,85.7086509,0.015806394,-0.130762999,0.258269494
